section,variant,m,lanes_per_row,rows_per_lane,subgroup,decode_mode,h_precision,x_mode,h_quant,fp8_path,fp8_slots,slots,layer_cycle,iters,path,bytes_a,bytes_b,gbps_a,gbps_b,gbps_total,pct_ceiling,ms_a,ms_b,ms_total,ms_per_token,ms_wall,record_us,submit_us,raw_read_gbps,launch_us
M sweep,M1 L16 R2 sg32 dec0 hfp16 xgi8,1,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,168.283,149.469,171.796,78.87,0.5214,0.2935,0.7660,0.76605,0.7695,1.171,107.940,217.820,0.547
M sweep,M1 L16 R4 sg32 dec0 hfp16 xlds,1,16,4,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,170.167,178.967,174.898,80.29,0.5156,0.2451,0.7525,0.75247,0.7561,1.152,121.580,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xlds/glob,1,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,171.524,198.015,182.001,83.56,0.5115,0.2215,0.7231,0.72310,0.7262,1.098,96.540,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xldsf16/glob,1,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,149.408,201.193,162.746,74.72,0.5872,0.2180,0.8087,0.80865,0.8162,1.321,300.820,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xldsi8/glob,1,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,159.723,199.226,172.735,79.30,0.5493,0.2202,0.7619,0.76189,0.7647,1.087,81.660,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xgf16/glob,1,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,157.227,203.906,169.064,77.62,0.5580,0.2151,0.7784,0.77843,0.7818,1.719,80.620,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xgi8/glob,1,16,2,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,163.629,199.663,178.797,82.08,0.5362,0.2197,0.7361,0.73606,0.7391,1.608,68.620,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xglob/ldsi8,1,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.858,211.241,178.785,82.08,0.5227,0.2077,0.7361,0.73610,0.7392,1.106,97.600,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xglob/gf16,1,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.876,208.000,179.628,82.47,0.5226,0.2109,0.7327,0.73265,0.7362,1.081,116.660,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xglob/gi8,1,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,167.063,178.450,171.407,78.69,0.5252,0.2458,0.7678,0.76779,0.7710,1.104,103.360,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xgf16/ldsi8,1,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.672,211.722,172.184,79.05,0.5529,0.2072,0.7643,0.76433,0.7676,1.117,103.860,217.820,0.547
M sweep,M1 L16 R2 sg32 dec0 hfp16 xgf16,1,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,158.680,209.246,171.985,78.96,0.5529,0.2096,0.7652,0.76521,0.7688,1.373,105.600,217.820,0.547
M sweep,M1 L32 R2 sg32 dec0 hfp16 xgf16/ldsi8,1,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,191.053,191.108,190.472,87.44,0.4592,0.2295,0.6909,0.69094,0.6944,1.085,112.000,217.820,0.547
M sweep,M1 L32 R2 sg32 dec0 hfp16 xgf16,1,32,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,187.397,191.648,193.601,88.88,0.4682,0.2289,0.6798,0.67977,0.6828,1.119,92.380,217.820,0.547
M sweep,M2 L32 R1 sg32 dec0 hfp16 xglob,2,32,1,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,170.897,146.762,186.548,85.64,0.5134,0.2989,0.7055,0.35274,0.7090,2.690,41.520,217.820,0.547
M sweep,M2 L16 R2 sg32 dec0 hfp16 xglob,2,16,2,32,0,0,0,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,171.765,161.946,167.174,76.75,0.5108,0.2709,0.7872,0.39361,0.7905,1.094,105.760,217.820,0.547
M sweep,M2 L32 R1 sg32 dec0 hfp16 xlds,2,32,1,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,127.913,77.832,120.907,55.51,0.6859,0.5636,1.0885,0.54424,1.0923,1.104,132.040,217.820,0.547
M sweep,M2 L16 R2 sg32 dec0 hfp16 xlds,2,16,2,32,0,0,1,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,172.470,173.348,176.009,80.80,0.5087,0.2531,0.7477,0.37386,0.7510,1.429,87.080,217.820,0.547
M sweep,M2 L32 R1 sg32 dec0 hfp16 xldsf16,2,32,1,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,118.627,76.249,113.254,51.99,0.7396,0.5753,1.1620,0.58101,1.1656,0.442,151.480,217.820,0.547
M sweep,M2 L16 R2 sg32 dec0 hfp16 xldsf16,2,16,2,32,0,0,2,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,153.537,140.626,156.791,71.98,0.5714,0.3119,0.8394,0.41968,0.8425,1.113,95.400,217.820,0.547
M sweep,M2 L32 R1 sg32 dec0 hfp16 xldsi8,2,32,1,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,190.558,132.997,181.874,83.50,0.4604,0.3298,0.7236,0.36180,0.7279,1.481,133.280,217.820,0.547
M sweep,M2 L16 R2 sg32 dec0 hfp16 xldsi8,2,16,2,32,0,0,3,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,153.805,169.778,159.916,73.42,0.5704,0.2584,0.8230,0.41148,0.8269,1.087,134.900,217.820,0.547
M sweep,M2 L32 R1 sg32 dec0 hfp16 xgf16,2,32,1,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,216.150,171.663,207.189,95.12,0.4059,0.2555,0.6352,0.31760,0.6389,2.469,61.000,217.820,0.547
M sweep,M2 L16 R2 sg32 dec0 hfp16 xgf16,2,16,2,32,0,0,4,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,145.007,182.215,162.246,74.49,0.6051,0.2407,0.8111,0.40557,0.8139,0.677,98.080,217.820,0.547
M sweep,M2 L32 R1 sg32 dec0 hfp16 xgi8,2,32,1,32,0,0,5,0,0,0,7,8,48,A device-local|host-visible,87736320,43868160,109.353,59.324,111.335,51.11,0.8023,0.7395,1.1821,0.59103,1.1880,1.160,228.160,217.820,0.547
